link,description,id
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10613270/2019/9/21/5ceec45c-d0f5-4a9a-8a09-27bc5ff7ab4e1569065788077-Anubhutee-Women-Navy-Blue-Yoke-Design-Straight-Kurta-7831569-1.jpg",Anubhutee Women Navy Blue Yoke Design Straight Kurta,97
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/28/28524d54-6764-400e-bf54-aadb3ae2b86a1577485611482-1.jpg",ZIYAA Women Black & Green Foil Printed Straight Kurta,98
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2323151/2018/6/11/f7062559-f84f-4a5c-8286-15f6dad7ad641528712818540-Anouk-Women-Red--Green-Printed-A-Line-Kurta-6661528712817385-1.jpg",Anouk Women Red & Green Printed A-Line Kurta,99
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/24/89f991c5-aa1d-4f3c-8d9e-dae99df454641579822039501-1.jpg",Melange by Lifestyle Women Yellow & Green Printed A-Line Kurta,100
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10805360/2019/10/31/9cf40c04-bf46-4697-97a5-417a68d7a57b1572507566830-Round-Neck-With--34th-Sleeve-Straight-Floral-Print-Crepe-Kur-1.jpg",ZIYAA Women Beige & Charcoal Grey Solid Kurta with Palazzos,101
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2110440/2017/11/29/11511951192263-Moda-Rapido-Women-Beige-Embroidered-Kurta-with-Trousers--Dupatta-211511951192212-1.jpg",Moda Rapido Women Beige Embroidered Kurta with Trousers & Dupatta,102
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5668078/2019/2/6/01fc23f5-aaf1-4e09-a977-10d56ba0689d1549451701128-Vishudh-Women-Coral--Gold-Toned-Printed-Kurti-with-Palazzos--1.jpg",Vishudh Women Coral & Gold-Toned Printed Kurti with Palazzos,103
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8706999/2019/2/12/bc08a4e0-a7d9-48ac-aadc-632277cc47091549953648273-Ishin-Womens-Rayon-Green-Printed-Anarkali-Kurta-777154995364-1.jpg",Ishin Women Green & Golden Printed A-Line Kurta,104
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10803004/2019/10/17/48294095-c709-4913-b7d8-3440799d4cdc1571311540536-Green-printed-straight-kurta-with-contrast-detailing-5521571-1.jpg",AKS Women Olive Green & Mustard Yellow Printed Straight Kurta,105
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6630413/2018/6/5/3dc4bdc6-42cf-4465-aa9b-63a38da8de161528197343569-na-3251528197343318-1.jpg",Vishudh Women Navy Blue & Gold-Toned Yoke Design Anarkali Kurta,106
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/21/6bb41834-0d09-444f-b387-6da429d2f2b21576883110967-1.jpg",Florence Women Green Solid A-Line Kurta,107
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8090679/2018/12/10/283dbe4e-eea0-449d-b435-9cca46e1e7c41544448775075-aasi-Women-Kurta-Sets-381544448774019-1.jpg",aasi Women White Printed Kurta with Palazzos,108
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/28/d9a82ed3-2d15-4cfd-82bc-ba9ab166a92a1580167317785-1.jpg",Melange by Lifestyle Women Coral & Black Printed A-Line Kurta,109
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/28/8684fc3d-048a-4aff-b09c-f4f6a8379c3c1580166904944-1.jpg",Melange by Lifestyle Women Sea Green Embroidered A-Line Kurta,110
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10455628/2019/8/21/1a625c14-02e1-4271-a0a4-cfdeeca25c241566379298001-Libas-Women-Kurtas-9851566379296622-1.jpg",Libas Women Navy Blue & Beige Printed Straight Kurta,111
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11056900/2019/12/10/7ba78308-53e6-4b1c-b85b-f9a6467ebbf71575959345514-Chinese-CollarWith--34th-Sleeve-Straight-Solid-Polysilk-Kurt-1.jpg",ZIYAA Women Cream-Coloured Solid Kurta with Trousers,112
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2499809/2018/3/16/11521194156814-HERENOW-Women-Teal--Green-Printed-A-Line-Kurta-6741521194156739-1.jpg",HERE&NOW Women Teal & Green Printed A-Line Kurta,113
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6613530/2018/6/5/8ff9faae-9ce8-43c4-8b92-cb64578867c41528199673189-Vishudh-Women-Kurtas-4861528199672906-1.jpg",Vishudh Women Burgundy & Gold-Toned Woven Design Anarkali Kurta,114
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10138121/2019/7/5/32f32713-0264-4ac5-b3d8-f8cc2a0396ee1562325573744-Libas-Women-Kurta-Sets-7921562325571767-1.jpg",Libas Women Red & Golden Block Print Kurta with Palazzos & Dupatta,115
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6920070/2020/1/31/4764db55-5d40-4f15-966d-eb3be3fdfc801580471433390-W-Women-Black--Off-White-Woven-Design-Straight-Kurta-5171580-1.jpg",W Women Black & Off-White Woven Design Straight Kurta,116
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9438545/2019/5/7/7e5a1da4-6c10-43c7-81fb-45b339ace9c31557229714096-Cream-Gold-Printed-Three-Piece-Kurta-set-With-Palazzo--Dupat-1.jpg",Nayo Women Pink & Cream-Coloured Printed Kurta with Palazzos & Dupatta,117
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2076229/2017/8/30/11504083411522-Vishudh-Women-Kurtas-9821504083411232-1.jpg",Vishudh Women Blue Printed Anarkali Kurta,118
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2470822/2018/2/15/11518697767216-Rain--Rainbow-Women-Orange--Yoke-Design-Kurta-with-Churidar--Dupatta-5481518697766962-1.jpg",Rain & Rainbow Women Orange Yoke Design Kurta with Churidar & Dupatta,119
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5414837/2018/5/3/11525341105242-Nayo-Women-Kurta-Sets-4671525341105022-1.jpg",Nayo Women Navy Blue & Maroon Printed Kurta with Skirt,120
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6613532/2018/6/5/b0f02abf-77a7-4bcc-8426-adfce3d1bc4b1528199680027-Vishudh-Women-Kurtas-3951528199679814-1.jpg",Vishudh Women Navy Blue Yoke Design Straight Kurta,121
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10841400/2019/11/8/7b220b9f-d944-4197-8e33-ef219efb08131573207736640-Fabindia-Women-Kurtas-4481573207735073-1.jpg",Fabindia Women Pink & Orange Slim Fit Striped A-Line Kurta,122
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/10/dbcd6117-57e4-4ac1-a566-34390de10c481578606732347-1.jpg",Indo Era Women Black Yoke Design Straight Kurta,123
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10480678/2019/8/22/915bc4d0-3531-45c2-bfe5-dd2f23dde2b61566473555318-Pink-khadi-printed-anarkali-kurta-1671566473553958-1.jpg",AKS Women Pink & White Khari Print Anarkali Kurta,124
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1824655/2017/3/27/11490609983123-Ives-Women-Red-Solid-Anarkali-Kurta-8951490609982985-1.jpg",Ives Women Red & Black Anarkali Kurta,125
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10258249/2019/7/26/d0f61f05-adf7-4573-bfe6-2d8e3efbaedc1564133018454-Indo-Era-Women-Rust--Beige-Printed-Kurta-with-Palazzos--Dupa-1.jpg",Indo Era Women Maroon & Beige Printed Anghrakha Kurta with Palazzos & Dupatta,126
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/24/8720491b-7e60-42e9-bec4-afb333ce668e1579822748766-1.jpg",Melange by Lifestyle Women Grey & Pink Printed A-Line Kurta,127
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10138053/2019/7/5/313ace8f-660e-40fc-b6af-6b7480dd506d1562305061031-Libas-Women-Mustard-Solid-Straight-Kurta-9661562305059714-1.jpg",Libas Women Mustard Yellow Solid Straight Kurta,128
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9465603/2019/5/10/dc8fb6be-c1d2-490a-82a8-19166447261c1557477355431-RANGMAYEE-Women-Maroon--Black-Solid-A-Line-Kurta-89415574773-1.jpg",RANGMAYEE Women Black & Maroon Solid A-Line Kurta with Printed Layer,129
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7573000/2019/11/20/f30d0c1e-b4d1-4753-b994-804ccc1781431574231541392-Vishudh-Women-Green--Gold-Toned-Solid-Kurta-with-Skirt-26215-1.jpg",Vishudh Women Green & Gold-Toned Solid Kurta with Skirt,130
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11202342/2020/1/9/a5ebfc4a-d997-46ba-b342-9b9035a014611578545668051-Anouk-Women-Kurta-Sets-8091578545665796-1.jpg",Anouk Women Grey & Black Striped Kurta with Palazzos,131
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/10/26/0c907a5b-dcee-4b42-b1b5-cffa21e82a161572082904482-1.jpg",Soch Women Grey & White Printed A-Line Kurta,132
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10805386/2019/10/31/de9db890-067c-43c2-b899-8a7462ba701e1572506920155-Round-Neck-With--Sleeveless-Straight-Floral-Print-Crepe-Kurt-1.jpg",ZIYAA Women Pink Colourblocked Kurta with Palazzos,133
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7723448/2018/11/14/1ee178ba-8790-4895-a2f4-a46cca595ade1542191578846-Nayo-Women-Kurta-Sets-9521542191578621-1.jpg",Nayo Women Burgundy & Mustard Yellow Printed Kurta with Palazzos,134
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2474600/2018/7/26/c71d5fbf-3ecc-4004-8276-704fea06be111532585588412-Anouk-Women-Black-Printed-High-Slit-A-line-Kurta-with-Straig-1.jpg",Anouk Women Black Printed High-Slit A-line Kurta with Straight Pants,135
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2184933/2019/3/8/64c75803-dd6c-4ea0-a772-a8d8846759991552022680888-Vishudh-Women-Peach-Coloured-Solid-Straight-Kurta-2001552022-1.jpg",Vishudh Women Peach-Coloured Solid Straight Kurta,136
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10374369/2019/10/30/3a3cea78-9150-4726-b0d6-d18faf18a65f1572432336715-Soch-Women-Kurtis-5311572432335696-1.jpg",Soch Women Red & Gold Printed Straight Kurta,137
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2493378/2018/2/23/11519390187824-AKS-Women-Green--Yellow-Floral-Print-Anarkali-Kurta-5741519390187176-1.jpg",AKS Women Green & Yellow Floral Print Anarkali Kurta,138
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7263515/2018/9/10/00645ea3-6b68-4a74-b633-8c32d60e1f331536561412152-Varanga-Pink-leheriya-embroidered-a-line-kurta--VAR218640-311536561411989-1.jpg",Varanga Women Pink & White Striped A-Line Kurta,139
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10817870/2019/10/24/fa3b659c-c552-4341-932f-f4fac0f5ffa21571896883575-SIAH-Women-Black-Solid-Kurta-with-Trousers--Dupatta-94915718-1.jpg",SIAH Women Black Solid Kurta with Trousers & Dupatta,140
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/2/7/43d74330-f724-4759-803d-81d8bf84d1051549540831078-1.jpg",Vishudh Women Navy Blue & Red Printed A-Line Kurta,141
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10419388/2019/10/14/eb5afe8f-528a-48c3-8fca-1d562531c1fc1571052014475-Anouk-Women-Kurta-Sets-611571052012980-1.jpg",Anouk Women Pink Printed Kurta with Palazzos,142
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10776010/2020/1/30/2041c399-1fb5-4024-92ad-0aca78a8a3e11580364280678-Anouk-Women-Kurta-Sets-2261580364279062-1.jpg",Anouk Women Brown & Beige Solid Kurta with Trousers & Embroidered Detailing,143
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11066880/2020/1/13/dd94122b-ca53-4403-9bfd-790040b6ad2d1578901918104-Popnetic-Women-White--Gold-Toned-Printed-Straight-Kurta-8451-1.jpg",Popnetic Women White & Golden Foil Printed Straight Kurta,144
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2463731/2019/3/27/447fa61e-f909-48a2-b21f-f39e9170867b1553679883566-AKS-Women-Mustard-Yellow-Printed-A-Line-Kurta-35015536798826-1.jpg",AKS Women Mustard Yellow Printed A-Line Kurta,145
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2042084/2017/8/29/11504003980320-HERENOW-Women-Kurtas-2371504003980115-1.jpg",HERE&NOW Women Brown & Off-White Printed A-Line Kurta,146
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/8/6/45f43afb-c7bf-4136-8fe3-a84c462e7d231565083834142-1.jpg",Vishudh Women Navy Blue & Red Printed A-Line Kurta,147
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7604963/2018/10/11/0956236e-4e58-46ff-b4a6-cdf0de9bc3571539250268227-Shakumbhari-Women-Maroon-Embroidered-Kurti-with-Trousers-731539250268093-1.jpg",Shakumbhari Women Maroon Embroidered Kurti with Trousers,148
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9222043/2019/5/11/c34d5c97-de24-4c43-9946-72f71b5ebeab1557558616612-Vaamsi-Women-Navy-Blue--White-Printed-Straight-Kurta-7915575-1.jpg",Vaamsi Women Navy Blue & White Printed Straight Kurta,149
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/6630419/2018/6/5/ec2d31ac-81a9-40a4-ab64-8b78bedc7ad11528197485940-na-7401528197485679-1.jpg",Vishudh Women Purple & Silver-Toned Printed Straight Kurta,150
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9301321/2019/4/13/26871ced-fb01-48f0-abc5-2d70169c95481555145234720-Tissu-Women-Pink-Printed-A-Line-Kurta-3531555145232930-1.jpg",Tissu Women Pink Printed Anarkali Kurta,151
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8073569/2018/12/10/ce799d74-063a-47de-8cd4-e9a56104ff891544438172230-Libas-Women-Kurta-Sets-5491544438171161-1.jpg",Libas Women Navy Blue & Mustard Brown Printed Kurta with Palazzos,152
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1943380/2018/4/13/11523618593397-Vishudh-Women-Black-Printed-A-Line-Kurta-4331523618593198-1.jpg",Vishudh Women Black Printed A-Line Kurta,153
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1996356/2017/7/28/11501231570960-Rain--Rainbow-Women-Kurtas-9331501231570751-1.jpg",Rain & Rainbow Women Teal Green Printed A-Line Kurta,154
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/8/7/f8acb8df-8f24-4db3-b4c2-ba63c331cc3f1565180446977-1.jpg",Napra Women Maroon Printed Straight Kurta,155
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8799255/2019/4/17/1d5ad0d4-8ab5-4260-86aa-237df01220741555496849145-HERENOW-Women-Sea-Green--White-Printed-Straight-Kurta-561155-1.jpg",HERE&NOW Women Sea Green & White Printed Straight Kurta,156
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9369413/2019/5/9/d941f205-9635-4dfa-9ff1-2dece525f0c31557381575836-Myshka-Women-Kurtis-9661557381574004-1.jpg",Myshka Women Pink Solid Straight Kurta,157
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11056116/2019/12/5/07ecf9b0-9dc4-42d1-a05d-fa2c17b5ddbf1575541755774-AHIKA-Women-Navy-Blue--Beige-Printed-Straight-Kurta-52515755-1.jpg",AHIKA Women Blue & Beige Printed Straight Kurta,158
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2693895/2018/3/5/11520232075483-Vishudh-Women-Grey--Blue-Solid-A-Line-Kurta-4861520232075237-1.jpg",Vishudh Women Grey & Blue Solid A-Line Kurta,159
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5677898/2018/5/7/11525694449880-Womens-Kurtas-5741525694449665-1.jpg",Jompers Women Beige & Green Printed A-Line Kurta,160
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/11/19/6f9beda2-663f-47f1-ab6d-e7ff777f15651574111698221-1.jpg",Bitterlime Women Burgundy & Peach-Coloured Block Printed Kurta with Trousers,161
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10742526/2019/10/4/2b907a42-4191-4db2-a527-f0f561bb6c881570187792367-Nayo-Women-Green--Off-White-Printed-Straight-Kurta-111157018-1.jpg",Nayo Women Grey & White Printed Straight Kurta,162
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10817862/2019/11/14/1b035ba8-f84f-482d-af23-abb8e58c13c91573715989417-Ksut-maroon-ikat-straight-kurta-with-potli-buttons-700157371-1.jpg",KSUT Women Maroon & Grey Printed Straight Ikat Kurta,163
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/6/9/f85a950f-ac1b-4253-b732-45d63e78c0741560027637274-1.jpg",Vishudh Women Green Printed Straight Kurta,164
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/7/1/c0d7833c-7941-4c20-b93f-37155f7f66bd1561965183076-1.jpg",Tissu Women Green & Pink Printed A-Line Kurta,165
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10768550/2019/10/25/b089ad54-b42a-4a68-96d4-6441d9d73c411571985790481-Fabindia-Women-Kurta-Sets-5081571985789022-1.jpg",Fabindia Women Orange & Golden Hand Block Print Layered A-Line Kurta,166
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/14/ac38f264-47f3-4b1c-aba7-486745028d631578960069830-1.jpg",Indo Era Women Green & Sea Green Embroidered Kurta with Trousers,167
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10808348/2019/10/30/08955d7d-b276-47a5-b4a2-bc7d87ede90b1572433474298-AHIKA-Women-Kurtas-6241572433472934-1.jpg",AHIKA Women Black & Grey Printed Straight Kurta,168
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10777426/2020/1/9/ea98882e-19d0-403f-a8e8-2f76628d653a1578548996793-Anouk-Women-Kurtas-7911578548995561-1.jpg",Anouk Women Blue & Beige Printed A-Line Kurta,169
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9565501/2019/5/8/aa78186a-9c04-4e42-b5b8-6ce7bd9c3c401557311695707-Janasya-turquoise-blue-7861557311694458-1.jpg",Janasya Women Teal Blue & Printed Kurta with Trousers & Dupatta,170
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2300265/2017/12/2/11512195986314-na-6041512195986180-1.jpg",Vishudh Women Teal Solid Anarkali Kurta,171
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/5335121/2018/5/10/c6486498-3ed7-47f5-8d03-4a77c874701e1525954898524-HERENOW-Women-Grey-Solid-Straight-Kurta-2201525954898401-1.jpg",HERE&NOW Women Grey Solid Straight Kurta,172
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2329502/2017/12/12/11513075473636-na-1991513075473475-1.jpg",Vishudh Women Navy Blue & Silver-Toned Printed Anarkali Kurta,173
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11174130/2020/1/31/7a7345cc-89d5-4070-9f2e-9fb78ce70f1b1580470451297-Sangria-Women-Kurtas-2491580470450194-1.jpg",Sangria Women Mustard Yellow & Orange Printed Straight Kurta,174
"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10739740/2019/10/31/4c8eea2f-0e39-45ad-8033-d268be60d6ad1572512971596-Fabindia-Women-Kurtas-4381572512970611-1.jpg",Fabindia Women Rust Orange Handloom Solid Straight Kurta,175
